Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,7/25/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Mozambique,MOZ,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),TM.VAL.MRCH.R6.ZS,14.68926554,13.24345757,14.85451761,14.19261405,16.83804627,14.88129705,15.88291747,16.50872818,14.29184549,17.57528068,17.96623078,17.28683673,17.0895844,22.47884545,22.07881759,24.52878006,,19.92315365,,,,6.513432546,4.054915229,5.707407786,4.697827938,6.101531483,11.02592433,8.704188038,7.91302425,8.894961371,11.11727917,12.82758621,36.46130386,38.66310944,39.14890225,35.5917952,40.7507305,62.54448321,43.52826034,29.78581548,51.71127472,42.37356228,31.66426231,38.48699121,44.7703022,46.87948556,39.39662061,34.66929491,31.22123481,37.52290022,37.59704588,36.06685261,33.67121503,33.62809035,34.92283282,33.18550217,32.51350507,32.0303757,29.04554404,31.21414407,25.6374734,,
Mozambique,MOZ,Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),TM.VAL.MRCH.R2.ZS,,,,,,,,,,,0.000307105,,,,,0.261227036,,,,,,,,,,,0.048287971,0.10697342,,,,,0.011305818,,,0.019146315,0.028033064,,0.110105212,0.008334028,0.39560329,0.04612321,0.05104708,0.079153487,0.177220785,0.092385073,0.162829883,0.252086343,0.318068148,0.355315428,0.608667675,0.577986429,0.837881354,0.47943623,1.179480892,1.141480951,1.491918528,1.095171559,2.081287968,1.67961073,1.998996661,,
Mozambique,MOZ,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,127000000,129000000,136000000,142000000,156000000,173000000,208000000,199000000,234000000,261000000,324000000,341000000,330000000,466000000,462000000,411000000,300000000,321000000,523000000,568000000,800000000,801000000,836000000,636000000,540000000,424000000,543000000,642000000,736000000,808000000,878000000,899000000,855000000,955000000,1019000000,704000000,759000000,739000000,790000000,1139000000,1158000000,1063000000,1543000000,1753000000,2035000000,2408000000,2869000000,3050000000,4008000000,3764000000,4600000000,6312000000,8688000000,10099000000,8747000000,8334000000,5206000000,5745000000,6944000000,7428000000,6471000000,8618000000,8840000000
Mozambique,MOZ,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.173367056,1.989615739,2.846362566,1.452987638,2.055674662,4.38595563,3.010051771,1.951162208,3.373631993,3.405283729,5.31083024,4.745133954,23.3321923,5.961661409,16.05967835,11.73416591,11.06655832,9.803279579
Mozambique,MOZ,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.281949946,3.286423078,1.560365964,2.333252475,,,1.294286451,0.669292172,0.819954992,1.107262816,1.200545778,0.972724135,0.953611014,0.876397407,1.01484811,1.200486582,1.01468587,0.84362477,0.914013688,0.927284753,1.288533594,1.261484931,1.529040163,1.631934852,1.454584095,1.265242869,1.383047246,1.281750179,0.712034628
Mozambique,MOZ,"Share of tariff lines with specific rates, primary products (%)",TM.TAX.TCOM.SR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0394945,0,0,,0,0,0,0,0.0793441,0.0527983,0,0,,0.0829016,,0.0791766,,0,,0,,
Mozambique,MOZ,"Bound rate, simple mean, primary products (%)",TM.TAX.TCOM.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,100,100,100,,100,100,100,100,100,100,100,100,,100,,100,,100,,100,,
Mozambique,MOZ,"Share of tariff lines with specific rates, all products (%)",TM.TAX.MRCH.SR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0055249,0,0,,0,0,0,0,0.3383277,0.0281985,0,0,,0.5842865,,0.5101106,,0,,0,,
Mozambique,MOZ,"Bound rate, simple mean, all products (%)",TM.TAX.MRCH.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.47,,,,97.5,97.62,97.62,,97.62,97.62,97.62,97.45,97.45,97.45,97.45,97.45,,97.45,,97.45,,97.68,,97.68,,
Mozambique,MOZ,"Share of tariff lines with specific rates, manufactured products (%)",TM.TAX.MANF.SR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0.385219,0.0237914,0,0,,0.6733267,,0.589256,,0,,0,,
Mozambique,MOZ,"Bound rate, simple mean, manufactured products (%)",TM.TAX.MANF.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.6,,,,83.15,81.32,81.32,,81.32,81.32,81.32,73.11,73.11,73.11,73.11,73.11,,73.11,,73.11,,69.4,,69.4,,
Mozambique,MOZ,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.468574355,5.767304338,5.698455071,5.229176451,5.530312213,5.226214162,3.465379079,1.99179886,2.527496338,2.85129143,3.041875599,3.695134097,2.94270989,1.270891415,1.040541181,1.096874075,,
Mozambique,MOZ,"International tourism, expenditures for passenger transport items (current US$)",ST.INT.TRNX.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000,14000000,18000000,2000000,1000000,6000000,11000000,17000000,29000000,33000000,35000000,31000000,34000000,61000000,72000000,78000000,99000000,45000000,46000000,3000000,4000000,5000000,,
Mozambique,MOZ,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Urban population,SP.URB.TOTL,466226,487754,511595,536770,563318,591399,620939,652022,684788,719315,756210,801756,856907,917476,983305,1054699,1131870,1216580,1310095,1409787,1501800,1635539,1789440,1955133,2133831,2323749,2522703,2698622,2870184,3081476,3325865,3456337,3589626,3761674,4024090,4287799,4504365,4714474,4864065,5014119,5170280,5334479,5506970,5686378,5872479,6063132,6258534,6461615,6735426,7028957,7344366,7683170,8043201,8423977,8821392,9234077,9673277,10129295,10589065,11062722,11559020,12069961,12590070
Mozambique,MOZ,Rural population,SP.RUR.TOTL,6322149,6429767,6548781,6673037,6800321,6932755,7068704,7207449,7350741,7498615,7655466,7821134,8003678,8206192,8420916,8649033,8887340,9146995,9431033,9718057,9911787,10004476,10112387,10208195,10292392,10356316,10387094,10266171,10086588,10006128,9977594,10104838,10227255,10444580,10888783,11307031,11575188,11807250,12059130,12323774,12598225,12886237,13187976,13500376,13821932,14147982,14477448,14818898,15110145,15407703,15729357,16077251,16444410,16827754,17217312,17609169,18023216,18440146,18834813,19222873,19619219,20007111,20379448
Mozambique,MOZ,"Completeness of birth registration, rural (%)",SP.REG.BRTH.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.8,,,46.8,,,,51.9,,,,,,,
Mozambique,MOZ,"Population, male",SP.POP.TOTL.MA.IN,3319796,3387611,3466293,3547889,3630894,3715890,3802819,3891537,3982803,4076791,4174900,4279120,4392757,4515990,4647260,4787769,4935974,5095881,5269303,5447917,5583831,5696104,5825275,5954343,6078780,6193326,6296155,6313609,6305868,6371681,6479069,6606891,6733757,6926213,7274126,7610238,7850152,8064784,8255097,8451625,8655917,8872203,9100891,9339183,9586551,9838645,10094544,10360896,10636233,10923458,11236221,11577539,11941725,12326038,12722751,13128327,13561220,14002439,14426886,14851787,15293299,15737224,16176217
Mozambique,MOZ,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.72088,,30.22006,2.07209,46.44271,,,,,26.74062,,,,,,,
Mozambique,MOZ,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.303536824,5.295559912,5.279562748,5.254604675,5.223109738,5.193885982,5.171632312,5.154934645,5.144246678,5.141151781,5.144500324,5.153331181,5.164531375,5.178290122,5.195990127,5.216815058,5.244031931,5.272864114,5.302977766,5.343411618,5.400498158,5.458319289,5.501984013,5.533717818,5.553598985,5.563436559,5.573251457,5.58315695,5.580219486,5.566329381,5.545008701,5.524460643,5.506641494,5.489361161,5.473018097,5.456562555,5.435375244,5.419938869,5.405240256,5.374827772,5.340296451,5.320249838,5.306832126,5.286329703,5.261862569,5.239141593,5.221238219,5.202336916,5.182967922,5.160357585,5.123247873,5.070720197,5.01515751,4.974843515,4.946322505,4.912371701,4.873753348,4.850417279,4.849588593,4.860216238,4.856741135,4.816288666,4.764103259
Mozambique,MOZ,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,0.382231511,0.380647099,0.379498801,0.378271611,0.376438787,0.373188462,0.368565698,0.363073121,0.357228778,0.35148551,0.345852642,0.340338001,0.334636838,0.328777315,0.322779573,0.316570699,0.309556716,0.300833723,0.291063794,0.281447254,0.273493413,0.266920192,0.261134912,0.256547588,0.253275236,0.251675014,0.252583996,0.255563502,0.259498539,0.264185558,0.269284181,0.27496718,0.281083601,0.287264885,0.293464322,0.299539394,0.305429259,0.311200032,0.316713115,0.321383492,0.325061333,0.327741945,0.329506154,0.330512943,0.331029548,0.331266323,0.331317989,0.331215814,0.331072198,0.330993932,0.330753918,0.329688,0.327226777,0.323359826,0.31853895,0.313997503,0.311727288,0.311127838,0.31070563,0.310649183,0.309777699,0.305247628,0.29937531
Mozambique,MOZ,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,0.99849261,0.987815553,0.98132138,0.976701014,0.972005856,0.965623834,0.95451968,0.936835257,0.914606839,0.889912386,0.864371973,0.841239292,0.822301035,0.808020873,0.79949144,0.796903801,0.800769352,0.808256896,0.816765962,0.826964781,0.840781257,0.855943094,0.869119455,0.880941159,0.891831631,0.902587641,0.914148431,0.925677223,0.934940503,0.940935375,0.943381158,0.943526253,0.94159018,0.937137644,0.930767712,0.923941954,0.917399643,0.912859734,0.910840061,0.910083912,0.91009272,0.90811229,0.901396797,0.889031327,0.871336848,0.852873038,0.842715015,0.839800478,0.838885438,0.840565466,0.843036852,0.842468966,0.840510553,0.840067111,0.840307799,0.840701344,0.841197113,0.845424445,0.859438984,0.879432967,0.8947815,0.90402001,0.912313135
Mozambique,MOZ,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,78917,80621,82430,84378,86417,88584,90953,93536,96345,99380,102656,106190,109963,113981,118281,122904,127825,132984,138432,144186,149157,153562,158160,162526,166280,169323,172069,172426,171971,173476,175867,178800,181684,186235,194961,203306,208715,213208,216682,219575,222501,226466,231077,235530,240002,244618,249430,254294,258926,263094,266604,269513,272502,276636,281830,287004,292394,298664,305605,313063,319462,322468,324272
Mozambique,MOZ,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,1.451934849,1.439130176,1.416467207,1.38622673,1.351579066,1.315442064,1.284737873,1.263806462,1.252231523,1.25024812,1.256970071,1.271683353,1.290929139,1.311691051,1.333319599,1.353569855,1.370917918,1.382597395,1.389097914,1.395079427,1.406568182,1.421589134,1.433987446,1.442691635,1.446913462,1.447152525,1.444922589,1.44054792,1.432842706,1.422968859,1.412609979,1.404084058,1.397462476,1.391729895,1.38660812,1.382631612,1.37709893,1.367586858,1.352482558,1.329540065,1.304294675,1.289579354,1.284925992,1.282833982,1.284396626,1.288237035,1.2878569,1.284692435,1.28337201,1.281698176,1.278044189,1.273393274,1.272895303,1.284453325,1.303980924,1.320755254,1.336490023,1.354516827,1.370461444,1.385694918,1.402614722,1.413467818,1.4172585
Mozambique,MOZ,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.491870949,2.494539521,2.502279789,2.514009731,2.528139479,2.545989793,2.563519727,2.580083562,2.597659599,2.615851005,2.639790567,2.668430879,2.690938115,2.703313903,2.707474088,2.701779621,2.686290516,2.656703294,2.613168606,2.564874288,2.528656214,2.505597535,2.48636871,2.472143392,2.462542985,2.456666012,2.44866614,2.431717238,2.402665683,2.360673108,2.315555283,2.291443498,2.286674637,2.288524356,2.300226425,2.315960395,2.322392461,2.323423129,2.327465879,2.330342595,2.329996703,2.326963533,2.328931944,2.348776937,2.378866781,2.401771227,2.421759051,2.442136824,2.45171046,2.45419997,2.461934218,2.468750826,2.466920134,2.456850768,2.441800265,2.424119488,2.399822939,2.368455693,2.333777922,2.295930392,2.25541306,2.218906742,2.195169836
Mozambique,MOZ,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,4.538963152,4.528203269,4.508911523,4.488507255,4.466525305,4.450269788,4.429284681,4.402467935,4.376857546,4.352414723,4.345840368,4.350690759,4.330672048,4.281657703,4.222369679,4.153173635,4.070329995,3.947087663,3.779306153,3.600847018,3.479759403,3.439157868,3.431082016,3.436294615,3.455612241,3.482643859,3.496235773,3.497301872,3.50247098,3.509591793,3.515135201,3.52032621,3.536052736,3.583860557,3.650264415,3.703194621,3.750376015,3.796668771,3.824934123,3.841899443,3.867035358,3.889040755,3.894135686,3.881246057,3.854124795,3.817909331,3.768545954,3.704745152,3.630049501,3.545134533,3.455978443,3.378276996,3.323224708,3.295649088,3.300495781,3.334259818,3.387076669,3.449360979,3.513294416,3.572559553,3.622088079,3.658118372,3.677903845
Mozambique,MOZ,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,6.78695898,6.723415045,6.653742645,6.593141465,6.54354905,6.504670698,6.457200017,6.384910433,6.282340894,6.14610042,6.001120428,5.890136909,5.792679822,5.68698594,5.596030155,5.514066571,5.417247456,5.298153234,5.178217978,5.079677513,5.038032034,5.0429839,5.065256986,5.127891687,5.216045675,5.292282092,5.361002709,5.42932616,5.478533033,5.515913039,5.569194546,5.621340341,5.651439958,5.656561938,5.638607269,5.608620603,5.561704578,5.488048869,5.393450258,5.283460656,5.164954237,5.059173311,4.981804095,4.938242645,4.93505598,4.968324806,5.024762395,5.09231207,5.15630384,5.205697772,5.238799759,5.256679003,5.255383906,5.233022894,5.198662447,5.167161772,5.141040088,5.120844182,5.117316022,5.135887231,5.170041724,5.218496977,5.28077206
Mozambique,MOZ,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,7.718320344,7.601666898,7.55747816,7.533741189,7.537991478,7.539669983,7.512972031,7.467526863,7.418921837,7.35820685,7.245392162,7.088853692,6.973421205,6.959872196,7.011051067,7.072153811,7.14846732,7.280491236,7.445021309,7.609912274,7.730477251,7.795666204,7.839996445,7.855302264,7.845348737,7.818027503,7.761835896,7.674069183,7.564775588,7.435336332,7.296455404,7.178502691,7.1020993,7.076842498,7.111832986,7.196247022,7.311692108,7.424742283,7.520047364,7.59641125,7.64586855,7.668459804,7.65832631,7.609738725,7.534924063,7.456073626,7.376413443,7.304921624,7.255236984,7.229478819,7.225160647,7.248576322,7.300249369,7.360688229,7.422367185,7.480055659,7.5320199,7.571279678,7.596823163,7.617821615,7.64263534,7.675582182,7.723165462
Mozambique,MOZ,"Population ages 15-64, total",SP.POP.1564.TO,3737619,3793461,3853160,3919115,3989539,4060505,4132293,4207871,4288383,4373767,4466945,4571412,4689835,4820626,4961653,5114059,5273900,5443607,5623746,5803633,5933860,6043527,6179898,6321880,6465393,6605899,6736337,6775020,6787690,6879327,7016310,7175343,7330203,7550824,7936060,8307153,8570779,8795173,8984485,9180443,9384685,9601410,9832005,10071449,10320509,10575492,10833752,11104548,11381066,11663901,11976231,12328939,12720757,13147107,13601883,14081467,14602011,15133399,15643162,16155310,16691707,17234266,17774048
Mozambique,MOZ,"Population ages 15-64, female",SP.POP.1564.FE.IN,1955881,1981906,2008509,2038439,2070691,2103034,2135689,2170118,2206791,2245800,2288452,2337724,2398394,2469876,2548299,2633607,2723559,2822561,2931458,3039698,3111941,3164278,3229681,3297112,3370083,3446616,3518051,3542404,3548746,3591554,3658651,3737891,3815532,3927450,4124442,4313652,4446820,4564300,4668183,4775861,4888020,5005380,5128368,5255046,5385458,5518657,5653693,5794341,5939084,6088055,6249116,6426427,6620381,6829515,7051658,7286096,7537933,7796385,8051051,8309649,8578681,8851084,9123793
Mozambique,MOZ,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,10.41314187,10.43285806,10.41623279,10.36660014,10.31987184,10.37333682,10.48921948,10.62253185,10.77982098,10.96362884,11.20844142,11.47862341,11.68456891,11.80262596,11.84225477,11.80403394,11.72817751,11.61527226,11.47588889,11.38160654,11.42949967,11.60869404,11.81987648,12.02865783,12.21166635,12.35337296,12.44101302,12.46317855,12.41887476,12.32337593,12.21427296,12.09869973,11.98646247,11.9111906,11.87921764,11.8693346,11.88350088,11.93273808,11.99090181,12.04007621,12.07618516,12.09317396,12.095663,12.10053097,12.11207042,12.13203798,12.17019203,12.23884903,12.32529576,12.40980137,12.48738173,12.54805718,12.57534093,12.57803692,12.56541214,12.53012231,12.47163479,12.40529066,12.36659284,12.37604769,12.42298405,12.48978226,12.5603172
Mozambique,MOZ,"Population ages 0-14, total",SP.POP.0014.TO,2852530,2923176,3003787,3084758,3165721,3252751,3343643,3434688,3526541,3619301,3714930,3815898,3928542,4053416,4184761,4322882,4468744,4632933,4819157,5014099,5159269,5266612,5381912,5491613,5601768,5706652,5798027,5811513,5790315,5825351,5898094,5989433,6083030,6240939,6542471,6834391,7042920,7249859,7453077,7664017,7882650,8108487,8341174,8582895,8830852,9081557,9336574,9598270,9874628,10170860,10483920,10806316,11128887,11450576,11764027,12070045,12382816,12702008,13022087,13345103,13675858,14012754,14348696
Mozambique,MOZ,"Population ages 0-14, female",SP.POP.0014.FE.IN,1393389,1427741,1464573,1501924,1540093,1582916,1628380,1674439,1721674,1769857,1821178,1876656,1937189,2002156,2069137,2138469,2210936,2291083,2380573,2474303,2546515,2603320,2665015,2724564,2784578,2841932,2892225,2902947,2895361,2914919,2952550,2998794,3045628,3124334,3274925,3420960,3525441,3629156,3730963,3836550,3945899,4058779,4174997,4295646,4419353,4544366,4671520,4801875,4939302,5086342,5241419,5400802,5560041,5718766,5873332,6024093,6178068,6335248,6492918,6652039,6815048,6981180,7147007
Mozambique,MOZ,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.6,,,,,,55.9,,,,,,56.2,,48.2,,,,52.9,,,,,,,
